wdpa_id,date,monthly_sum_frp_gw,monthly_fires
902858,2010-12-01,47.7,5
12226,2011-01-01,16.2,1
30605,2011-01-01,10.8,1
30618,2011-01-01,101.9,9
342347,2011-01-01,60.1,4
902858,2011-01-01,29.1,3
12572,2011-02-01,31.5,1
30605,2011-02-01,172,6
30614,2011-02-01,16.1,1
30618,2011-02-01,1183.1,35
107569,2011-02-01,42.2,3
115079,2011-02-01,27.8,2
902858,2011-02-01,214.6,6
227,2011-03-01,79.7,4
3311,2011-03-01,41.8,1
12570,2011-03-01,223.6,8
12572,2011-03-01,249.2,6
20224,2011-03-01,13.7,1
20230,2011-03-01,59.3,2
30605,2011-03-01,2227.7,82
30614,2011-03-01,600.6,22
30618,2011-03-01,9190.7,143
102910,2011-03-01,495,9
107569,2011-03-01,72.7,5
220034,2011-03-01,27.9,1
302086,2011-03-01,69.8,2
306780,2011-03-01,5.3,1
342347,2011-03-01,115.6,3
902858,2011-03-01,1037,44
227,2011-04-01,1406.1,43
3305,2011-04-01,1122.6,22
3307,2011-04-01,90.9,2
3311,2011-04-01,988.7,24
3314,2011-04-01,102.7,2
12226,2011-04-01,444.6,8
12570,2011-04-01,252.2,13
12572,2011-04-01,585.5,23
20224,2011-04-01,1312.7,21
20230,2011-04-01,93.7,3
28850,2011-04-01,26.4,2
30604,2011-04-01,16.2,1
30605,2011-04-01,6442.9,176
30606,2011-04-01,94.2,5
30614,2011-04-01,4194.6,87
30618,2011-04-01,15240.2,339
102910,2011-04-01,896.2,13
107569,2011-04-01,190.4,6
116297,2011-04-01,197.7,8
220034,2011-04-01,2843.3,82
301932,2011-04-01,82,2
302086,2011-04-01,19.9,1
306780,2011-04-01,779.8,14
342347,2011-04-01,478.5,22
902858,2011-04-01,12262.1,275
197,2011-05-01,15.1,1
227,2011-05-01,2816.7,88
3305,2011-05-01,11180.6,175
3306,2011-05-01,16,1
3307,2011-05-01,99.3,6
3311,2011-05-01,379.9,11
12226,2011-05-01,389.2,16
12570,2011-05-01,424,19
12572,2011-05-01,32.6,4
20224,2011-05-01,2055,51
20230,2011-05-01,574,15
28850,2011-05-01,60,3
30605,2011-05-01,1572.3,76
30606,2011-05-01,52.9,6
30614,2011-05-01,1429.6,47
30618,2011-05-01,5055.3,184
102910,2011-05-01,301.3,13
107569,2011-05-01,912.3,35
115079,2011-05-01,12.7,1
116297,2011-05-01,364.8,8
220034,2011-05-01,232,14
301932,2011-05-01,213.6,6
306780,2011-05-01,765.6,10
342347,2011-05-01,5354.9,252
902858,2011-05-01,9558.2,302
3305,2011-06-01,20.4,1
20224,2011-06-01,256.1,6
30605,2011-06-01,17.5,2
30618,2011-06-01,220.8,12
102910,2011-06-01,73.6,5
107569,2011-06-01,127.2,7
220034,2011-06-01,369.7,16
306780,2011-06-01,195.5,5
342347,2011-06-01,60.3,4
902858,2011-06-01,802,28
30618,2011-07-01,18.1,1
342347,2011-07-01,19.2,2
902858,2011-07-01,18.1,1
30618,2011-08-01,15.1,1
220034,2011-08-01,9.1,1
301932,2011-08-01,18.8,1
3305,2011-09-01,52.8,1
30618,2011-09-01,44.8,2
902858,2011-09-01,50.5,5
12570,2011-10-01,6.5,1
30605,2011-10-01,53.1,5
30618,2011-10-01,247.6,13
902858,2011-10-01,36.8,4
227,2011-11-01,45.2,4
3307,2011-11-01,11.3,2
20224,2011-11-01,13.7,2
30605,2011-11-01,23,3
30614,2011-11-01,9,2
30618,2011-11-01,287.6,18
342347,2011-11-01,19.7,2
902858,2011-11-01,30,4
30605,2011-12-01,8,1
30618,2011-12-01,22.7,3
30605,2012-01-01,24.4,2
30618,2012-01-01,24.9,3
902858,2012-01-01,23.5,3
3311,2012-02-01,54.9,3
30605,2012-02-01,36.6,4
30618,2012-02-01,105.9,5
107569,2012-02-01,14,2
902858,2012-02-01,46.4,5
227,2012-03-01,6.4,1
3305,2012-03-01,61.6,2
20230,2012-03-01,8.1,1
30605,2012-03-01,1224.1,34
30614,2012-03-01,286.5,11
30618,2012-03-01,2795.2,63
102910,2012-03-01,25.3,3
342347,2012-03-01,93.4,6
902858,2012-03-01,755,29
227,2012-04-01,1066.5,42
3305,2012-04-01,31.3,1
3307,2012-04-01,80.9,3
3311,2012-04-01,28.1,1
12570,2012-04-01,11.8,1
12572,2012-04-01,8.4,1
20224,2012-04-01,89.7,3
20230,2012-04-01,207.4,2
28850,2012-04-01,16.9,1
30604,2012-04-01,57,1
30605,2012-04-01,5423.4,153
30614,2012-04-01,1257.4,35
30618,2012-04-01,3905.5,112
102910,2012-04-01,440.1,6
107569,2012-04-01,58.7,4
115079,2012-04-01,13.1,1
116297,2012-04-01,161.8,3
302086,2012-04-01,53.4,2
306780,2012-04-01,150.5,8
902858,2012-04-01,5391.8,155
227,2012-05-01,1090.8,28
3305,2012-05-01,66.4,3
3307,2012-05-01,39.6,2
12570,2012-05-01,30.6,1
12572,2012-05-01,9.6,1
20224,2012-05-01,148.3,6
20230,2012-05-01,221.5,7
28850,2012-05-01,38.7,2
30605,2012-05-01,1695,68
30606,2012-05-01,116.1,2
30614,2012-05-01,231.2,12
30618,2012-05-01,2839.3,103
67670,2012-05-01,19.5,1
102910,2012-05-01,264,11
107569,2012-05-01,253.2,11
116297,2012-05-01,28.6,1
306780,2012-05-01,207.6,7
342347,2012-05-01,40.6,2
902858,2012-05-01,5932.6,156
30605,2012-06-01,22.1,2
30618,2012-06-01,197.4,10
342347,2012-06-01,8.2,1
902858,2012-06-01,276.7,14
30614,2012-07-01,20.6,1
30618,2012-07-01,16.5,1
902858,2012-07-01,37.1,2
227,2012-08-01,7.9,1
30605,2012-08-01,136.1,2
30618,2012-08-01,88.2,2
107569,2012-08-01,32.6,2
902858,2012-08-01,10.5,1
3305,2012-09-01,40.2,2
30605,2012-09-01,26.8,2
30618,2012-09-01,8.7,1
902858,2012-09-01,140.7,9
227,2012-10-01,7.2,1
12570,2012-10-01,6.5,1
30605,2012-10-01,39.8,3
30614,2012-10-01,10.7,1
30618,2012-10-01,232,19
302086,2012-10-01,14.4,1
902858,2012-10-01,108.1,12
3314,2012-11-01,8.5,1
20224,2012-11-01,27.9,1
30605,2012-11-01,52.5,3
30614,2012-11-01,6.8,1
30618,2012-11-01,193,15
902858,2012-11-01,20.2,3
227,2012-12-01,8,1
20224,2012-12-01,7.7,1
30605,2012-12-01,32.6,4
30614,2012-12-01,55.2,4
30618,2012-12-01,90.6,6
306780,2012-12-01,9.9,1
902858,2012-12-01,50.1,4
30618,2013-01-01,32.9,2
902858,2013-01-01,32.9,2
227,2013-02-01,6.7,1
3311,2013-02-01,342.2,13
12572,2013-02-01,13.5,1
20224,2013-02-01,16.3,1
30605,2013-02-01,66.4,8
30614,2013-02-01,17.6,2
30618,2013-02-01,174,14
102910,2013-02-01,40.1,3
107569,2013-02-01,37.8,3
342347,2013-02-01,108.7,5
902858,2013-02-01,208.6,8
227,2013-03-01,32.6,4
3311,2013-03-01,166.1,6
3314,2013-03-01,37.9,1
12572,2013-03-01,511.1,13
20224,2013-03-01,1068.9,7
20230,2013-03-01,95.9,4
30605,2013-03-01,3424.6,84
30614,2013-03-01,726.1,13
30618,2013-03-01,2275.8,83
102910,2013-03-01,9,1
107569,2013-03-01,206.8,8
220034,2013-03-01,78,1
302086,2013-03-01,26.4,2
306780,2013-03-01,145.9,5
342347,2013-03-01,195.2,5
902858,2013-03-01,1842.3,63
227,2013-04-01,1188.2,34
3307,2013-04-01,146.8,4
3311,2013-04-01,449.3,13
3314,2013-04-01,57,2
12226,2013-04-01,117.1,5
12570,2013-04-01,168.8,7
12572,2013-04-01,308.9,14
20224,2013-04-01,118.3,3
20230,2013-04-01,191.1,9
28850,2013-04-01,8,1
30604,2013-04-01,31.7,1
30605,2013-04-01,7925,250
30606,2013-04-01,231.3,5
30614,2013-04-01,4961.9,105
30618,2013-04-01,14604.5,319
67670,2013-04-01,29.3,1
102910,2013-04-01,580.7,13
107569,2013-04-01,188.1,8
115079,2013-04-01,107.7,2
116297,2013-04-01,566.6,10
306780,2013-04-01,1571.5,25
342347,2013-04-01,232.5,9
902858,2013-04-01,16528.1,401
227,2013-05-01,2158.6,74
3307,2013-05-01,16,1
3311,2013-05-01,188.5,7
3314,2013-05-01,52.7,2
12226,2013-05-01,56.4,4
12570,2013-05-01,76.3,4
12572,2013-05-01,115.2,4
20230,2013-05-01,133.4,4
30605,2013-05-01,4599.6,173
30606,2013-05-01,22.8,2
30614,2013-05-01,1718.6,45
30618,2013-05-01,5319.4,147
67670,2013-05-01,2137.4,62
102910,2013-05-01,364.4,7
107569,2013-05-01,700.3,27
115079,2013-05-01,56.3,1
116297,2013-05-01,454.3,2
220034,2013-05-01,108.1,2
306780,2013-05-01,393.5,11
342347,2013-05-01,8101.8,99
902858,2013-05-01,12036.7,257
20230,2013-06-01,23.1,1
30605,2013-06-01,70.7,5
30614,2013-06-01,27.6,1
30618,2013-06-01,39.6,3
67670,2013-06-01,26.9,3
902858,2013-06-01,396.3,11
3305,2013-07-01,69,3
30614,2013-07-01,54.4,2
30618,2013-07-01,86.2,2
342347,2013-07-01,79.2,2
902858,2013-07-01,140.6,4
3305,2013-08-01,39.9,3
30605,2013-08-01,10.3,1
30618,2013-08-01,39.2,2
220034,2013-08-01,48.6,2
902858,2013-08-01,39.2,2
30614,2013-09-01,4.9,1
30618,2013-09-01,39.4,3
107569,2013-09-01,6.4,1
902858,2013-09-01,73.2,6
3305,2013-10-01,27.9,2
30618,2013-10-01,28,3
30618,2013-11-01,33.1,4
30605,2013-12-01,33.3,3
30614,2013-12-01,19,2
30618,2013-12-01,140.3,5
342347,2013-12-01,7.2,1
902858,2013-12-01,19,2
30605,2014-01-01,14.7,1
30618,2014-01-01,38.3,3
102910,2014-01-01,7.3,1
227,2014-02-01,11.5,2
3311,2014-02-01,4.3,1
30605,2014-02-01,8.3,1
30618,2014-02-01,61.3,7
902858,2014-02-01,59.4,3
227,2014-03-01,23,2
3311,2014-03-01,101.4,5
3314,2014-03-01,25.3,2
12570,2014-03-01,36.1,2
12572,2014-03-01,371.3,13
20224,2014-03-01,58.5,2
20230,2014-03-01,118.8,3
30605,2014-03-01,2247.4,65
30614,2014-03-01,369.1,12
30618,2014-03-01,2132.5,60
102910,2014-03-01,52.1,1
115079,2014-03-01,33.1,2
302086,2014-03-01,96.4,3
306780,2014-03-01,8.2,1
342347,2014-03-01,51,2
902858,2014-03-01,686.1,25
227,2014-04-01,1072.8,20
3311,2014-04-01,219.5,9
12570,2014-04-01,291.1,10
12572,2014-04-01,91.9,4
20224,2014-04-01,922.3,16
20230,2014-04-01,20.8,2
28850,2014-04-01,30.1,1
30605,2014-04-01,2873.2,87
30606,2014-04-01,11.3,1
30614,2014-04-01,1126.6,48
30618,2014-04-01,8066.8,225
67670,2014-04-01,13.9,1
102910,2014-04-01,233.8,9
107569,2014-04-01,73,2
116297,2014-04-01,152.9,6
306780,2014-04-01,198.3,7
342347,2014-04-01,75.1,1
902858,2014-04-01,9413.7,224
227,2014-05-01,1461.6,31
3307,2014-05-01,76.9,5
12226,2014-05-01,36.4,2
12570,2014-05-01,23.1,1
30605,2014-05-01,348.3,21
30614,2014-05-01,195.4,12
30618,2014-05-01,406.8,23
107569,2014-05-01,27.8,2
306780,2014-05-01,26.4,1
342347,2014-05-01,33.6,1
902858,2014-05-01,1329.1,46
3305,2014-06-01,61.1,3
30605,2014-06-01,15.3,1
30614,2014-06-01,235.5,10
30618,2014-06-01,233.7,7
107569,2014-06-01,13.6,1
342347,2014-06-01,8.6,1
902858,2014-06-01,265.5,10
30605,2014-07-01,33.1,3
30618,2014-07-01,48.3,1
342347,2014-07-01,7.6,1
902858,2014-07-01,222.1,9
30614,2014-08-01,18.6,2
30618,2014-08-01,93.4,6
342347,2014-08-01,24.9,2
902858,2014-08-01,124.4,11
30614,2014-09-01,45.5,2
30618,2014-09-01,75.5,6
902858,2014-09-01,68.7,3
30605,2014-10-01,23.2,2
30618,2014-10-01,13.7,2
902858,2014-10-01,86.3,6
227,2014-11-01,4.8,1
30605,2014-11-01,16.5,3
30618,2014-11-01,129.6,16
220034,2014-11-01,3.7,1
30605,2014-12-01,38.5,5
30618,2014-12-01,79.8,11
115079,2014-12-01,7.1,1
902858,2014-12-01,10,1
30605,2015-01-01,3.5,1
902858,2015-01-01,9.3,1
30618,2015-02-01,28.7,3
306780,2015-02-01,27.4,2
902858,2015-02-01,27.6,1
227,2015-03-01,30.5,1
3311,2015-03-01,73.6,3
12572,2015-03-01,38.9,3
20224,2015-03-01,44.6,2
20230,2015-03-01,28,2
30605,2015-03-01,315.3,18
30614,2015-03-01,593.7,15
30618,2015-03-01,1173.2,37
107569,2015-03-01,14.9,1
342347,2015-03-01,10.9,1
902858,2015-03-01,646.2,17
227,2015-04-01,791.9,30
3305,2015-04-01,817.3,16
3307,2015-04-01,60.9,3
3311,2015-04-01,1062.9,23
3314,2015-04-01,205.8,6
12226,2015-04-01,11.6,1
12570,2015-04-01,118.8,6
20224,2015-04-01,970.8,22
20230,2015-04-01,219.4,8
28850,2015-04-01,94.3,2
30604,2015-04-01,90.8,1
30605,2015-04-01,2837.5,114
30606,2015-04-01,69.3,4
30614,2015-04-01,6266.3,110
30618,2015-04-01,6375.9,131
107569,2015-04-01,157.1,8
116297,2015-04-01,475.5,11
220034,2015-04-01,5.7,1
302086,2015-04-01,54.5,2
306780,2015-04-01,1059.5,19
342347,2015-04-01,3082.8,96
902858,2015-04-01,27704.5,398
197,2015-05-01,441.2,1
227,2015-05-01,3378.2,100
3307,2015-05-01,21.2,1
3311,2015-05-01,118.8,6
3314,2015-05-01,29.8,1
12226,2015-05-01,35,2
12570,2015-05-01,9.2,1
12572,2015-05-01,60.3,1
20224,2015-05-01,69,4
30605,2015-05-01,1291.9,48
30614,2015-05-01,854.9,25
30618,2015-05-01,2179.7,75
67670,2015-05-01,96.5,3
102910,2015-05-01,247.3,4
107569,2015-05-01,535.7,18
116297,2015-05-01,23.1,2
306780,2015-05-01,433.8,14
342347,2015-05-01,2009.6,82
902858,2015-05-01,7859.9,156
30618,2015-06-01,44.2,3
67670,2015-06-01,46.9,2
902858,2015-06-01,40.8,3
3311,2015-07-01,5.5,1
20224,2015-07-01,11.5,1
30614,2015-07-01,35.7,3
30618,2015-07-01,82.5,5
107569,2015-07-01,29.9,1
902858,2015-07-01,209.2,11
3314,2015-08-01,12.5,1
20224,2015-08-01,31.2,1
30605,2015-08-01,71.9,4
30614,2015-08-01,80.2,4
30618,2015-08-01,69.7,3
102910,2015-08-01,9.1,1
342347,2015-08-01,15.7,1
902858,2015-08-01,158.3,7
3305,2015-09-01,6.8,1
12226,2015-09-01,16.7,2
20224,2015-09-01,13.5,1
30618,2015-09-01,372.4,14
902858,2015-09-01,147,8
3305,2015-10-01,5.7,1
20224,2015-10-01,83.3,2
30605,2015-10-01,4.4,1
30614,2015-10-01,43.9,1
30618,2015-10-01,227,10
902858,2015-10-01,120.3,9
227,2015-11-01,9.1,1
3307,2015-11-01,14.2,1
20224,2015-11-01,166.2,6
30605,2015-11-01,8.3,1
30614,2015-11-01,14.5,1
30618,2015-11-01,83.8,4
902858,2015-11-01,14.5,1
30605,2015-12-01,61.4,2
30614,2015-12-01,71.7,4
30618,2015-12-01,96.5,9
107569,2015-12-01,7.2,1
902858,2015-12-01,76.6,5
227,2016-01-01,5.4,1
30618,2016-01-01,77,5
902858,2016-01-01,12.3,2
30605,2016-02-01,120.8,8
30614,2016-02-01,8.4,1
30618,2016-02-01,264.7,20
902858,2016-02-01,51.7,4
227,2016-03-01,110.3,2
12570,2016-03-01,39.5,1
12572,2016-03-01,82.4,4
20230,2016-03-01,208.1,5
30605,2016-03-01,1638.9,56
30614,2016-03-01,847,24
30618,2016-03-01,4222.2,116
67670,2016-03-01,27.3,1
102910,2016-03-01,62.1,2
107569,2016-03-01,70.7,3
115079,2016-03-01,49.7,3
220034,2016-03-01,3.5,1
302086,2016-03-01,20.9,2
306780,2016-03-01,18.9,1
342347,2016-03-01,17.2,2
902858,2016-03-01,1635.4,50
227,2016-04-01,1259.1,33
3305,2016-04-01,151.8,3
3306,2016-04-01,29.9,1
3307,2016-04-01,19,1
3314,2016-04-01,53.8,2
12226,2016-04-01,42.6,2
12570,2016-04-01,111.5,7
12572,2016-04-01,214.9,4
20224,2016-04-01,55.8,3
20230,2016-04-01,16.7,1
28850,2016-04-01,18.6,2
30605,2016-04-01,2872.4,97
30614,2016-04-01,4443.5,58
30618,2016-04-01,4724.6,148
102910,2016-04-01,661.9,14
107569,2016-04-01,115.2,4
116297,2016-04-01,63.4,2
302086,2016-04-01,13.2,1
306780,2016-04-01,332.2,11
902858,2016-04-01,12043.4,178
227,2016-05-01,1371.4,41
3305,2016-05-01,25.4,1
3307,2016-05-01,24.6,1
3314,2016-05-01,10.4,1
12226,2016-05-01,19.7,1
12570,2016-05-01,110.9,4
12572,2016-05-01,16.8,1
20224,2016-05-01,1109.8,13
20230,2016-05-01,121.1,3
28850,2016-05-01,105.2,1
30605,2016-05-01,1763.8,56
30606,2016-05-01,31.2,2
30614,2016-05-01,1517.3,47
30618,2016-05-01,4275.5,149
67670,2016-05-01,954.6,37
102910,2016-05-01,950.3,25
107569,2016-05-01,672.8,22
306780,2016-05-01,122.9,7
342347,2016-05-01,502.8,19
902858,2016-05-01,8667.6,205
227,2016-06-01,26.3,1
3311,2016-06-01,39,3
12226,2016-06-01,20.2,1
12572,2016-06-01,17.8,1
20224,2016-06-01,222.1,12
30605,2016-06-01,61.6,4
30614,2016-06-01,207.4,9
30618,2016-06-01,480.4,20
67670,2016-06-01,11.7,1
102910,2016-06-01,73.5,1
107569,2016-06-01,31.8,3
116297,2016-06-01,29.4,1
306780,2016-06-01,12,1
342347,2016-06-01,51,3
902858,2016-06-01,945.2,37
3305,2016-07-01,609.9,17
30618,2016-07-01,54.1,3
107569,2016-07-01,59,2
342347,2016-07-01,17.2,1
902858,2016-07-01,142.6,8
3307,2016-08-01,10.4,1
30614,2016-08-01,30.3,1
30618,2016-08-01,8.4,1
67670,2016-08-01,63,3
107569,2016-08-01,7.9,1
902858,2016-08-01,44.2,2
30614,2016-09-01,13.6,1
30618,2016-09-01,123.5,2
902858,2016-09-01,22.1,2
3311,2016-10-01,12.6,1
12572,2016-10-01,6.3,1
30618,2016-10-01,47.8,5
107569,2016-10-01,20.4,2
902858,2016-10-01,44,6
20224,2016-11-01,33.9,3
30605,2016-11-01,133.4,9
30614,2016-11-01,46.5,1
30618,2016-11-01,38.4,6
342347,2016-11-01,41.5,2
902858,2016-11-01,46.5,1
3311,2016-12-01,7.7,1
30605,2016-12-01,48.5,5
30614,2016-12-01,14.9,1
30618,2016-12-01,57.6,6
902858,2016-12-01,32.2,3
3311,2017-01-01,13.6,1
30605,2017-01-01,31.7,2
30618,2017-01-01,75,6
107569,2017-01-01,25.2,2
902858,2017-01-01,33.9,4
227,2017-02-01,71.6,2
3305,2017-02-01,63.1,2
3311,2017-02-01,122.3,5
30605,2017-02-01,488,11
30614,2017-02-01,21.6,2
30618,2017-02-01,265.1,10
107569,2017-02-01,37.8,2
902858,2017-02-01,194,9
227,2017-03-01,123.1,6
3311,2017-03-01,5,1
12572,2017-03-01,264.8,5
20224,2017-03-01,91.2,2
20230,2017-03-01,150,8
30605,2017-03-01,1941.5,53
30614,2017-03-01,960.8,28
30618,2017-03-01,1888.9,52
107569,2017-03-01,8,1
116297,2017-03-01,65.7,1
902858,2017-03-01,2352,86
227,2017-04-01,3718.5,91
3314,2017-04-01,15.8,1
12572,2017-04-01,226.9,7
20224,2017-04-01,167.2,7
20230,2017-04-01,188.5,7
28850,2017-04-01,163.6,2
30605,2017-04-01,9118.3,214
30606,2017-04-01,5.8,1
30614,2017-04-01,5944.1,124
30618,2017-04-01,6138.7,166
67670,2017-04-01,242.1,5
102910,2017-04-01,119.2,3
107569,2017-04-01,256.5,13
116297,2017-04-01,192.6,8
302086,2017-04-01,12.4,1
306780,2017-04-01,1377.1,24
342347,2017-04-01,163.1,4
902858,2017-04-01,17961,310
227,2017-05-01,1206.1,52
3305,2017-05-01,6111.3,141
3307,2017-05-01,73.7,1
3311,2017-05-01,232.3,12
12226,2017-05-01,25.2,2
12570,2017-05-01,131.9,7
20224,2017-05-01,143.7,6
20230,2017-05-01,37.7,2
30604,2017-05-01,14.1,1
30605,2017-05-01,1619.6,54
30614,2017-05-01,1728.5,47
30618,2017-05-01,1210.6,52
67670,2017-05-01,442.1,11
102910,2017-05-01,21.5,1
107569,2017-05-01,418.7,16
116297,2017-05-01,111.8,2
306780,2017-05-01,240,4
342347,2017-05-01,6.1,1
902858,2017-05-01,4907.4,137
12226,2017-06-01,18.5,1
30605,2017-06-01,6.7,1
30614,2017-06-01,11.4,1
30618,2017-06-01,15,1
107569,2017-06-01,18,2
220034,2017-06-01,102.2,6
306780,2017-06-01,118.6,1
902858,2017-06-01,131.3,6
30605,2017-07-01,16.9,1
306780,2017-07-01,10.3,1
902858,2017-07-01,10.3,1
30605,2017-08-01,33.8,2
30614,2017-08-01,4.8,1
30618,2017-08-01,11.9,1
306780,2017-08-01,7.6,1
342347,2017-08-01,20,1
902858,2017-08-01,40.8,4
902858,2017-09-01,64.3,3
227,2017-11-01,13.5,2
12572,2017-11-01,53.7,3
30605,2017-11-01,76.8,9
30618,2017-11-01,153.2,14
102910,2017-11-01,9.1,1
902858,2017-11-01,5.9,1
20230,2017-12-01,11,1
30605,2017-12-01,9.3,1
30614,2017-12-01,6,1
30618,2017-12-01,5.1,1
902858,2017-12-01,11.1,2
30605,2018-01-01,27.9,3
30618,2018-01-01,15.5,1
67670,2018-01-01,6.7,1
902858,2018-01-01,59.8,4
3305,2018-02-01,116.2,3
30605,2018-02-01,36.3,2
30618,2018-02-01,36.8,3
342347,2018-02-01,314.4,2
902858,2018-02-01,11.5,1
227,2018-03-01,17.7,1
3305,2018-03-01,315,11
3311,2018-03-01,589.4,17
12572,2018-03-01,21.2,1
30605,2018-03-01,663,27
30614,2018-03-01,27.6,3
30618,2018-03-01,1653.3,55
67670,2018-03-01,117.3,3
107569,2018-03-01,28.7,2
342347,2018-03-01,86.9,1
902858,2018-03-01,303.8,17
227,2018-04-01,844,33
3305,2018-04-01,1583.3,25
3311,2018-04-01,57.6,1
12226,2018-04-01,14.5,1
12570,2018-04-01,47.5,2
12572,2018-04-01,94.9,4
30605,2018-04-01,2201.7,76
30606,2018-04-01,22.2,1
30614,2018-04-01,741.2,21
30618,2018-04-01,1794.5,73
67670,2018-04-01,35.6,2
102910,2018-04-01,41.5,2
107569,2018-04-01,263.6,10
116297,2018-04-01,76.1,4
220034,2018-04-01,32.4,2
306780,2018-04-01,682.9,17
902858,2018-04-01,5661.8,106
227,2018-05-01,844.3,29
3307,2018-05-01,90.6,2
3311,2018-05-01,392.5,15
12226,2018-05-01,72,4
12570,2018-05-01,7.6,1
12572,2018-05-01,24.8,2
20224,2018-05-01,237.3,8
28850,2018-05-01,143.2,3
30605,2018-05-01,802.8,32
30614,2018-05-01,516.7,17
30618,2018-05-01,1020.7,49
67670,2018-05-01,17.6,2
102910,2018-05-01,347.1,6
107569,2018-05-01,250,12
306780,2018-05-01,114.1,6
342347,2018-05-01,11.4,1
902858,2018-05-01,3281.3,92
30614,2018-06-01,29.2,2
30618,2018-06-01,76.4,5
107569,2018-06-01,10.4,1
902858,2018-06-01,99.6,9
227,2018-07-01,21.3,2
12226,2018-07-01,45.5,2
20224,2018-07-01,48,2
20230,2018-07-01,7.9,1
30605,2018-07-01,135.8,5
30614,2018-07-01,11.2,1
30618,2018-07-01,66.5,5
116297,2018-07-01,5.9,1
306780,2018-07-01,22.9,1
902858,2018-07-01,129.7,7
30618,2018-08-01,7.9,1
116297,2018-08-01,24.1,1
220034,2018-08-01,31.2,1
902858,2018-08-01,19.6,1
30605,2018-09-01,28.9,2
30614,2018-09-01,122.1,4
30618,2018-09-01,95.4,7
107569,2018-09-01,11.9,1
220034,2018-09-01,22.1,1
302086,2018-09-01,8.9,1
902858,2018-09-01,137.6,5
12572,2018-10-01,10.7,1
30605,2018-10-01,5.3,1
30618,2018-10-01,37.4,3
107569,2018-10-01,94.5,2
902858,2018-10-01,13.5,1
227,2018-11-01,7.7,1
12572,2018-11-01,45.9,2
30605,2018-11-01,30.3,3
30614,2018-11-01,44.4,3
30618,2018-11-01,237.8,16
102910,2018-11-01,7.5,1
107569,2018-11-01,6,1
902858,2018-11-01,44.4,3
227,2018-12-01,6.2,1
12570,2018-12-01,24.4,2
12572,2018-12-01,27.3,2
30605,2018-12-01,57.1,6
30618,2018-12-01,58.9,7
102910,2018-12-01,17.9,2
902858,2018-12-01,14.1,2
30605,2019-01-01,18.1,2
30618,2019-01-01,43.4,4
107569,2019-01-01,11.7,2
301932,2019-01-01,19.8,2
306780,2019-01-01,6.5,1
227,2019-02-01,38,4
3311,2019-02-01,119.6,3
3314,2019-02-01,14.3,1
20224,2019-02-01,8.9,1
30605,2019-02-01,660.4,23
30614,2019-02-01,109.5,5
30618,2019-02-01,212.7,11
67670,2019-02-01,9.1,1
102910,2019-02-01,33,4
107569,2019-02-01,20.3,2
115079,2019-02-01,14.7,1
306780,2019-02-01,9,1
342347,2019-02-01,7.8,1
902858,2019-02-01,234.4,13
227,2019-03-01,59.9,3
3305,2019-03-01,16.3,1
12226,2019-03-01,11.2,1
12572,2019-03-01,31.3,2
20224,2019-03-01,425.5,11
20230,2019-03-01,12.1,1
30605,2019-03-01,1890,53
30614,2019-03-01,1131.7,28
30618,2019-03-01,848.8,46
67670,2019-03-01,28.9,2
102910,2019-03-01,65.5,2
107569,2019-03-01,195,4
115079,2019-03-01,19.3,1
116297,2019-03-01,10,1
306780,2019-03-01,224.6,5
902858,2019-03-01,2423.8,62
227,2019-04-01,925.4,22
3305,2019-04-01,100.9,3
3307,2019-04-01,86.7,3
3311,2019-04-01,442.7,17
3314,2019-04-01,141.2,4
12226,2019-04-01,276,5
12570,2019-04-01,52.8,2
12572,2019-04-01,152.4,5
20224,2019-04-01,986.8,13
20230,2019-04-01,105.2,5
28850,2019-04-01,31.8,2
30605,2019-04-01,6935.5,173
30614,2019-04-01,3575.2,96
30618,2019-04-01,5222.5,192
67670,2019-04-01,2198.8,47
102910,2019-04-01,477.8,4
107569,2019-04-01,275.4,8
116297,2019-04-01,32.2,3
220034,2019-04-01,16.6,1
301932,2019-04-01,14,1
306780,2019-04-01,1344.7,34
342347,2019-04-01,1550.7,40
902858,2019-04-01,8882.7,193
227,2019-05-01,3280.6,69
3305,2019-05-01,75.8,2
3307,2019-05-01,538.3,15
3311,2019-05-01,485.5,16
3314,2019-05-01,12.3,1
12226,2019-05-01,68.5,3
20224,2019-05-01,83.8,4
20230,2019-05-01,45.9,1
28850,2019-05-01,168.2,7
30604,2019-05-01,46.7,1
30605,2019-05-01,3361.7,130
30614,2019-05-01,538.8,27
30618,2019-05-01,2924.4,124
67670,2019-05-01,2085.7,50
102910,2019-05-01,411.1,11
107569,2019-05-01,616.1,22
115079,2019-05-01,96.9,5
116297,2019-05-01,28.6,1
306780,2019-05-01,622.7,15
342347,2019-05-01,278.3,9
902858,2019-05-01,3538.2,120
20224,2019-06-01,5.8,1
30605,2019-06-01,60.4,5
30614,2019-06-01,297.1,6
30618,2019-06-01,146.2,11
67670,2019-06-01,111.5,7
102910,2019-06-01,7.1,1
107569,2019-06-01,232.5,9
306780,2019-06-01,20,2
342347,2019-06-01,520.4,16
902858,2019-06-01,607.2,23
227,2019-07-01,7.5,1
3305,2019-07-01,52.6,3
20224,2019-07-01,11.3,1
30614,2019-07-01,73.7,6
30618,2019-07-01,80.2,5
102910,2019-07-01,13.5,2
107569,2019-07-01,189,5
220034,2019-07-01,895.1,26
